Id_Secteur,Codeinsseecommune,Communesrelevantdusecteurderecrutement,Detailsecteurscolaire,Commune,college,Adressecollege,BPcollege,Cedexcollege,Codepostalcollege,Codeinseecommunecollege
"SECT_219","22175","PLEDELIAC","","PLENEE-JUGON","Collège ""Louis De Chappedelaine""","6 rue Jules Ferry","BP 10","","22640","22185"
"SECT_22","22189","PLESIDY","","BOURBRIAC","Collège ""Jules Ferry""","11 Hent Garen","BP 12","","22390","22013"
"SECT_220","22185","PLENEE-JUGON","","PLENEE-JUGON","Collège ""Louis De Chappedelaine""","6 rue Jules Ferry","BP 10","","22640","22185"
"SECT_221","22193","PLESTAN","","PLENEE-JUGON","Collège ""Louis De Chappedelaine""","6 rue Jules Ferry","BP 10","","22640","22185"
"SECT_222","22296","SAINT-GLEN","","PLENEE-JUGON","Collège ""Louis De Chappedelaine""","6 rue Jules Ferry","BP 10","","22640","22185"
"SECT_223","22341","TRAMAIN","","PLENEE-JUGON","Collège ""Louis De Chappedelaine""","6 rue Jules Ferry","BP 10","","22640","22185"
"SECT_224","22077","HENANSAL","","PLENEUF-VAL-ANDRE","Collège ""Jean Richepin""","Bd Kennedy","","","22370","22186"
"SECT_225","22154","MORIEUX","","PLENEUF-VAL-ANDRE","Collège ""Jean Richepin""","Bd Kennedy","","","22370","22186"
"SECT_226","22173","PLANGUENOUAL","","PLENEUF-VAL-ANDRE","Collège ""Jean Richepin""","Bd Kennedy","","","22370","22186"
"SECT_227","22186","PLENEUF-VAL-ANDRE","","PLENEUF-VAL-ANDRE","Collège ""Jean Richepin""","Bd Kennedy","","","22370","22186"
"SECT_228","22273","SAINT-ALBAN","","PLENEUF-VAL-ANDRE","Collège ""Jean Richepin""","Bd Kennedy","","","22370","22186"
"SECT_229","22187","PLERIN","à l'exception du quartier des mines et du Jouguet (zone de la Vallée du Gouët allant de la rue du Puits Cavalier à la rue du Jouguet)","PLERIN","Collège ""Jules Lequier""","1 rue du Gymnase","BP 315","Cedex","22193","22187"
"SECT_23","22249","PONT-MELVEZ","","BOURBRIAC","Collège ""Jules Ferry""","11 Hent Garen","BP 12","","22390","22013"
"SECT_230","22187","PLERIN","Le Légué / St Laurent délimités par les rues du Roselier, de la Ville Angan, du stade et la N12, y compris rue du Port Favigo et Quai Guinard, en bi appartenance avec le collège Le Braz de Saint Brieuc","PLERIN","Collège ""Jules Lequier""","1 rue du Gymnase","BP 315","Cedex","22193","22187"
"SECT_231","22251","PORDIC","","PLERIN","Collège ""Jules Lequier""","1 rue du Gymnase","BP 315","Cedex","22193","22187"
"SECT_232","22367","TREMELOIR","","PLERIN","Collège ""Jules Lequier""","1 rue du Gymnase","BP 315","Cedex","22193","22187"
"SECT_233","22119","LANVELLEC","","PLESTIN-LES-GREVES","Collège du ""Penker""","Rue des écoles","","","22310","22194"
"SECT_234","22194","PLESTIN-LES-GREVES","","PLESTIN-LES-GREVES","Collège du ""Penker""","Rue des écoles","","","22310","22194"
"SECT_235","22226","PLOUMILLIAU","","PLESTIN-LES-GREVES","Collège du ""Penker""","Rue des écoles","","","22310","22194"
"SECT_236","22235","PLOUZELAMBRE","","PLESTIN-LES-GREVES","Collège du ""Penker""","Rue des écoles","","","22310","22194"
"SECT_237","22238","PLUFUR","","PLESTIN-LES-GREVES","Collège du ""Penker""","Rue des écoles","","","22310","22194"
"SECT_238","22319","SAINT-MICHEL-EN-GREVE","","PLESTIN-LES-GREVES","Collège du ""Penker""","Rue des écoles","","","22310","22194"
"SECT_239","22349","TREDREZ","","PLESTIN-LES-GREVES","Collège du ""Penker""","Rue des écoles","","","22310","22194"
"SECT_24","22271","SAINT-ADRIEN","","BOURBRIAC","Collège ""Jules Ferry""","11 Hent Garen","BP 12","","22390","22013"
"SECT_240","22350","TREDUDER","","PLESTIN-LES-GREVES","Collège du ""Penker""","Rue des écoles","","","22310","22194"
"SECT_241","22366","TREMEL","","PLESTIN-LES-GREVES","Collège du ""Penker""","Rue des écoles","","","22310","22194"
"SECT_242","22198","PLEUMEUR-BODOU","","PLEUMEUR-BODOU","Collège ""Paul Le Flem""","10 rue du Collège","","","22560","22198"
"SECT_243","22343","TREBEURDEN","","PLEUMEUR-BODOU","Collège ""Paul Le Flem""","10 rue du Collège","","","22560","22198"
"SECT_244","22353","TREGASTEL","","PLEUMEUR-BODOU","Collège ""Paul Le Flem""","10 rue du Collège","","","22560","22198"
"SECT_245","22001","ALLINEUC","","PLOEUC-SUR-LIE","Collège ""Eugène Guillevic""","1 Rue du Collège","BP 40","","22150","22203"
"SECT_246","22060","GAUSSON","","PLOEUC-SUR-LIE","Collège ""Eugène Guillevic""","1 Rue du Collège","BP 40","","22150","22203"
"SECT_247","22079","HENON","Le Haut Hénon","PLOEUC-SUR-LIE","Collège ""Eugène Guillevic""","1 Rue du Collège","BP 40","","22150","22203"
"SECT_248","22080","HERMITAGE-LORGE (L')","","PLOEUC-SUR-LIE","Collège ""Eugène Guillevic""","1 Rue du Collège","BP 40","","22150","22203"
"SECT_249","22171","PLAINTEL","Zone à l'est de la RD 700","PLOEUC-SUR-LIE","Collège ""Eugène Guillevic""","1 Rue du Collège","BP 40","","22150","22203"
"SECT_25","22289","SAINT-FIACRE","","BOURBRIAC","Collège ""Jules Ferry""","11 Hent Garen","BP 12","","22390","22013"
"SECT_250","22184","PLEMY","Zone l'Ouest d'une ligne passant par les hameaux suivant en les excluant :Les Alleux, Les Guébeuroux, Belle Brise, Quengo, la Barre","PLOEUC-SUR-LIE","Collège ""Eugène Guillevic""","1 Rue du Collège","BP 40","","22150","22203"
"SECT_251","22203","PLOEUC-SUR-LIE","","PLOEUC-SUR-LIE","Collège ""Eugène Guillevic""","1 Rue du Collège","BP 40","","22150","22203"
"SECT_252","22281","SAINT-CARREUC","","PLOEUC-SUR-LIE","Collège ""Eugène Guillevic""","1 Rue du Collège","BP 40","","22150","22203"
"SECT_253","22011","BOQUEHO","","PLOUAGAT","Collège ""Lucie et Raymond Aubrac""","3 rue du collège","BP 20","","22170","22206"
"SECT_254","22019","BRINGOLO","","PLOUAGAT","Collège ""Lucie et Raymond Aubrac""","3 rue du collège","BP 20","","22170","22206"
"SECT_255","22038","CHATELAUDREN","","PLOUAGAT","Collège ""Lucie et Raymond Aubrac""","3 rue du collège","BP 20","","22170","22206"
"SECT_256","22116","LANRODEC","","PLOUAGAT","Collège ""Lucie et Raymond Aubrac""","3 rue du collège","BP 20","","22170","22206"
"SECT_257","22182","PLELO","","PLOUAGAT","Collège ""Lucie et Raymond Aubrac""","3 rue du collège","BP 20","","22170","22206"
"SECT_258","22188","PLERNEUF","","PLOUAGAT","Collège ""Lucie et Raymond Aubrac""","3 rue du collège","BP 20","","22170","22206"
"SECT_259","22206","PLOUAGAT","","PLOUAGAT","Collège ""Lucie et Raymond Aubrac""","3 rue du collège","BP 20","","22170","22206"
"SECT_26","22322","SAINT-PEVER","","BOURBRIAC","Collège ""Jules Ferry""","11 Hent Garen","BP 12","","22390","22013"
"SECT_260","22234","PLOUVARA","","PLOUAGAT","Collège ""Lucie et Raymond Aubrac""","3 rue du collège","BP 20","","22170","22206"
"SECT_261","22304","SAINT-JEAN-KERDANIEL","","PLOUAGAT","Collège ""Lucie et Raymond Aubrac""","3 rue du collège","BP 20","","22170","22206"
"SECT_262","22356","TREGOMEUR","","PLOUAGAT","Collège ""Lucie et Raymond Aubrac""","3 rue du collège","BP 20","","22170","22206"
"SECT_263","22131","LOGUIVY-PLOUGRAS","à l'exception de la partie située à l'Est de la Rivière Milin ar Prat","PLOUARET","Collège ""François-Marie Luzel""","192 rue de Luzel","BP 1","","22420","22207"
"SECT_264","22207","PLOUARET","","PLOUARET","Collège ""François-Marie Luzel""","192 rue de Luzel","BP 1","","22420","22207"
"SECT_265","22227","PLOUNERIN","","PLOUARET","Collège ""François-Marie Luzel""","192 rue de Luzel","BP 1","","22420","22207"
"SECT_266","22340","TONQUEDEC","","PLOUARET","Collège ""François-Marie Luzel""","192 rue de Luzel","BP 1","","22420","22207"
"SECT_267","22359","TREGROM","","PLOUARET","Collège ""François-Marie Luzel""","192 rue de Luzel","BP 1","","22420","22207"
"SECT_268","22387","VIEUX-MARCHE (LE)","","PLOUARET","Collège ""François-Marie Luzel""","192 rue de Luzel","BP 1","","22420","22207"
"SECT_269","22056","EVRAN","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_27","22335","SENVEN-LEHART","","BOURBRIAC","Collège ""Jules Ferry""","11 Hent Garen","BP 12","","22390","22013"
"SECT_270","22069","GUENROC","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_271","22071","GUITTE","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_272","35143","LANDUJAN (35)","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_273","35360","MEDREAC (35)","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_274","22208","PLOUASNE","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_275","22263","QUIOU (LE)","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_276","22274","SAINT-ANDRE-DES-EAUX","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_277","22306","SAINT-JUDOCE","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_278","22308","SAINT-JUVAT","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_279","22312","SAINT-MADEN","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_28","22020","BROONS","","BROONS","Collège ""Jean Monnet""","4 rue de Neufahrn","BP 2","","22250","22020"
"SECT_280","35307","SAINT-PERN (35)","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_281","22352","TREFUMEL","","PLOUASNE","Collège ""La Gautrais""","Bd de la gare","","","22380","22208"
"SECT_282","22103","LANGROLAY-SUR-RANCE","","PLOUER-SUR-RANCE","Collège ""Val de Rance""","23 rue de la vieille côte","","","22490","22213"
"SECT_283","22190","PLESLIN-TRIGAVOU","","PLOUER-SUR-RANCE","Collège ""Val de Rance""","23 rue de la vieille côte","","","22490","22213"
"SECT_284","22197","PLEUDIHEN-SUR-RANCE","","PLOUER-SUR-RANCE","Collège ""Val de Rance""","23 rue de la vieille côte","","","22490","22213"
"SECT_285","22213","PLOUER-SUR-RANCE","","PLOUER-SUR-RANCE","Collège ""Val de Rance""","23 rue de la vieille côte","","","22490","22213"
"SECT_286","22327","SAINT-SAMSON-SUR-RANCE","","PLOUER-SUR-RANCE","Collège ""Val de Rance""","23 rue de la vieille côte","","","22490","22213"
"SECT_287","22368","TREMEREUC","","PLOUER-SUR-RANCE","Collège ""Val de Rance""","23 rue de la vieille côte","","","22490","22213"
"SECT_288","22385","VICOMTE-SUR-RANCE (LA)","","PLOUER-SUR-RANCE","Collège ""Val de Rance""","23 rue de la vieille côte","","","22490","22213"
"SECT_289","22215","PLOUFRAGAN","Partie Ouest limitée par la voie ferrée St Brieuc-Pontivy sauf le quartier de la Ville au Beau (zone située au Nord de la rue de St-Barthélemy). - Partie Est limitée par la voie ferrée St-Brieuc-Pontivy à l'exception de la partie située au Nord de la rue Guy de Maupassant depuis l'extrémité Sud de la rue J. Ferry jusqu'au rond point de Brézillet","PLOUFRAGAN","Collège ""La Grande Métairie""","8 rue de la Grande Métairie","BP 27","","22440","22215"
"SECT_29","22032","CAULNES","","BROONS","Collège ""Jean Monnet""","4 rue de Neufahrn","BP 2","","22250","22020"
"SECT_290","22287","SAINT-DONAN","en bi appartenance avec le collège de Quintin","PLOUFRAGAN","Collège ""La Grande Métairie""","8 rue de la Grande Métairie","BP 27","","22440","22215"
"SECT_291","22307","SAINT-JULIEN","","PLOUFRAGAN","Collège ""La Grande Métairie""","8 rue de la Grande Métairie","BP 27","","22440","22215"
"SECT_292","22063","GOMMENEC'H","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_293","22108","LANLEFF","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_294","22109","LANLOUP","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_295","22112","LANNEBERT","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_296","22121","LANVOLLON","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_297","22177","PLEGUIEN","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_298","22178","PLEHEDEL","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_299","22222","PLOUHA","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_3","22034","CAVAN","","BEGARD","Collège ""François Clec'h""","20 avenue Pierre Perron","BP 6","","22140","22004"
"SECT_30","22036","CHAPELLE-BLANCHE (LA)","","BROONS","Collège ""Jean Monnet""","4 rue de Neufahrn","BP 2","","22250","22020"
"SECT_300","22236","PLUDUAL","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_301","22370","TREMEVEN","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_302","22375","TRESSIGNAUX","","PLOUHA","Collège ""Jean-Louis Hamon""","1 rue de Dixmude","","","22580","22222"
"SECT_303","22018","BRELIDY","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_304","22057","FAOUET (LE)","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_305","22204","PLOEZAL","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_306","22212","PLOUEC-DU-TRIEUX","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_307","22247","POMMERIT-JAUDY","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_308","22250","PONTRIEUX","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_309","22256","QUEMPER-GUEZENNEC","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_31","22053","EREAC","","BROONS","Collège ""Jean Monnet""","4 rue de Neufahrn","BP 2","","22250","22020"
"SECT_310","22269","RUNAN","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_311","22283","SAINT-CLET","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_312","22293","SAINT-GILLES-LES-BOIS","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_313","22378","TREVEREC","","PONTRIEUX","Collège ""Charles Brochen""","Impasse  Barthélémy","BP 68","","22260","22250"
"SECT_314","22009","BODEO (LE)","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_315","22045","COHINIAC","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_316","22059","FOEIL (LE)","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_317","22099","LANFAINS","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_318","22126","LESLAY (LE)","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_319","22170","PLAINE-HAUTE","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_32","22104","LANGUEDIAS","","BROONS","Collège ""Jean Monnet""","4 rue de Neufahrn","BP 2","","22250","22020"
"SECT_320","22171","PLAINTEL","Zone à l'ouest de la RD 700","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_321","22262","QUINTIN","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_322","22276","SAINT-BIHY","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_323","22277","SAINT-BRANDAN","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_324","22287","SAINT-DONAN","en bi appartenance avec le collège de Ploufragan","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_325","22291","SAINT-GILDAS","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_326","22386","VIEUX-BOURG","","QUINTIN","Collège ""Le Volozen""","2 rue du Volozen","","","22800","22262"
"SECT_327","22061","GLOMEL","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_328","22064","GOUAREC","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_329","22087","KERGRIST-MOELOU","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_33","22114","LANRELAS","","BROONS","Collège ""Jean Monnet""","4 rue de Neufahrn","BP 2","","22250","22020"
"SECT_330","22124","LESCOUET-GOUAREC","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_331","22137","MAEL-CARHAIX","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_332","22146","MELLIONNEC","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_333","22157","MOUSTOIR (LE)","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_334","22163","PAULE","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_335","22167","PERRET","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_336","22181","PLELAUFF","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_337","22202","PLEVIN","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_338","22220","PLOUGUERNEVEL","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_339","22229","PLOUNEVEZ-QUINTIN","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_34","22145","MEGRIT","","BROONS","Collège ""Jean Monnet""","4 rue de Neufahrn","BP 2","","22250","22020"
"SECT_340","22266","ROSTRENEN","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_341","22344","TREBRIVAN","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
"SECT_342","22351","TREFFRIN","","ROSTRENEN","Collège ""Edouard Herriot""","13 Pors Moëllou","","","22110","22266"
